site,atom,mx,my,mz
8786,1,0.106468622,-0.664795259,-0.739399551
8787,1,0.0372433388,-0.339363067,-0.939917892
8788,1,-0.0203092761,-0.0744060619,-0.997021199
8789,1,-0.100575634,0.146958455,-0.984016135
8790,1,-0.241248557,0.35726653,-0.902308019
8791,1,-0.460867566,0.531912203,-0.710401643
8792,1,-0.712027024,0.575377254,-0.402440718
8793,1,-0.902337949,0.422953049,-0.0830478389
8794,1,-0.987629342,0.116941044,0.104465668
8795,1,-0.968215815,-0.23805378,0.0767367788
8796,1,-0.840267868,-0.516511291,-0.164821102
8797,1,-0.609573251,-0.603205652,-0.514357262
8798,1,-0.347994472,-0.486890207,-0.801147785
8799,1,-0.143373831,-0.289393327,-0.94641188
8800,1,-0.00842711491,-0.122463464,-0.992437244
8801,1,0.0786257459,-0.0201258266,-0.99670103
8802,1,0.125853148,0.0242458931,-0.991752551
8803,1,0.127090812,0.0306214578,-0.991418303
8804,1,0.0798021808,0.0201720077,-0.996606593
8805,1,-0.00149416189,0.00571072325,-0.999982577
8806,1,-0.086010266,-0.0101758822,-0.996242283
8807,1,-0.140844718,-0.025645289,-0.989699492
8808,1,-0.147120892,-0.0289758253,-0.98869401
8809,1,-0.104793297,0.00114152015,-0.994493369
8810,1,-0.0219780573,0.0859541765,-0.996056647
8811,1,0.104039976,0.235361231,-0.966323328
8812,1,0.293664602,0.427381461,-0.855047477
8813,1,0.548911901,0.570901728,-0.610546429
8814,1,0.797759425,0.536904269,-0.274433427
8815,1,0.954042833,0.299644637,-0.0039197267
8816,1,0.996487055,-0.0433496939,0.0716544057
8817,1,0.928890585,-0.363134135,-0.0727728017
8818,1,0.751863387,-0.546422555,-0.368949642
8819,1,0.502311445,-0.535284163,-0.679083263
8820,1,0.271017298,-0.377462202,-0.885478351
8821,1,0.11716711,-0.16997893,-0.978457476
8822,1,0.0292846567,0.051486262,-0.998244246
8823,1,-0.0298414754,0.314632941,-0.948744222
8824,1,-0.0958445037,0.640538715,-0.761921246
8825,1,-0.184399728,0.925225154,-0.331594865
8826,1,-0.260298191,0.929229826,0.262253279
8827,1,-0.283643384,0.628149298,0.72455151
8828,1,-0.272514264,0.204287613,0.940214096
8829,1,-0.252940805,-0.2419764,0.936732817
8830,1,-0.231095528,-0.667803219,0.707554746
8831,1,-0.192598056,-0.955951421,0.221501399
8832,1,-0.126921676,-0.917126017,-0.377850178
8833,1,0.0620439268,-0.60728309,-0.792059215
8834,1,0.0129637997,-0.285555494,-0.958274491
8835,1,-0.0401955218,-0.0331863708,-0.998640568
8836,1,-0.13008371,0.176334465,-0.975696872
8837,1,-0.289730686,0.367105059,-0.883906106
8838,1,-0.52389551,0.501446685,-0.688538101
8839,1,-0.770075371,0.492567518,-0.405414804
8840,1,-0.941491514,0.303957176,-0.145615123
8841,1,-0.999338782,-0.00528513168,-0.0359731225
8842,1,-0.937525382,-0.320569986,-0.135207401
8843,1,-0.757026647,-0.514892917,-0.402238659
8844,1,-0.497460938,-0.511975116,-0.700295721
8845,1,-0.250552689,-0.361201008,-0.898196627
8846,1,-0.0708904735,-0.183533009,-0.980454066
8847,1,0.0523891036,-0.0523491104,-0.997253705
8848,1,0.136577927,0.0161498919,-0.990497678
8849,1,0.179291762,0.0323535924,-0.983263804
8850,1,0.170336221,0.0183903609,-0.985214376
8851,1,0.111473211,-0.00322317845,-0.993762212
8852,1,0.0247710877,-0.0203145755,-0.999486724
8853,1,-0.0554250798,-0.0311609449,-0.997976481
8854,1,-0.0999108279,-0.0333042047,-0.994438865
8855,1,-0.096823081,-0.0141274707,-0.995201339
8856,1,-0.0491617439,0.0473327661,-0.997668648
8857,1,0.0402588804,0.171102518,-0.984430369
8858,1,0.184523999,0.360788171,-0.914211567
8859,1,0.403189396,0.565397053,-0.719558534
8860,1,0.66284472,0.647873557,-0.375362133
8861,1,0.865098581,0.501557265,-0.00668998992
8862,1,0.961575608,0.178066725,0.208960741
8863,1,0.961723708,-0.195780172,0.191722805
8864,1,0.865473355,-0.499069507,-0.0434223287
8865,1,0.666781335,-0.627554081,-0.401968316
8866,1,0.41583137,-0.547277409,-0.726341318
8867,1,0.208362482,-0.344533225,-0.915358909
8868,1,0.0796502311,-0.11892057,-0.989703864
8869,1,0.00213533355,0.115317206,-0.993326423
8870,1,-0.0657672422,0.394369689,-0.91659545
8871,1,-0.159717259,0.71899296,-0.676416677
8872,1,-0.280743066,0.940049943,-0.193621891
8873,1,-0.367513335,0.850714953,0.375789857
8874,1,-0.388173891,0.509201716,0.768137125
8875,1,-0.374561154,0.0810395354,0.923653905
8876,1,-0.353254492,-0.360119448,0.863438039
8877,1,-0.322309779,-0.759481455,0.565070195
8878,1,-0.25642624,-0.966159444,0.0279555524
8879,1,-0.156819536,-0.833868364,-0.529217522
8880,1,-0.0753732051,-0.519192971,-0.851326929
8881,1,-0.0358007762,-0.242123096,-0.969584814
8882,1,-0.0379043441,-0.0516237121,-0.997947019
8883,1,-0.0874311087,0.0805031677,-0.992912404
8884,1,-0.195489176,0.179484137,-0.964141808
8885,1,-0.360934319,0.240682938,-0.900998413
8886,1,-0.548919711,0.233860769,-0.802493795
8887,1,-0.696647062,0.138323754,-0.703952704
8888,1,-0.747979513,-0.0214042852,-0.663376594
8889,1,-0.680093559,-0.175725173,-0.71175376
8890,1,-0.513614822,-0.250280985,-0.820706551
8891,1,-0.306076748,-0.21776898,-0.926765178
8892,1,-0.111871715,-0.111992376,-0.987391729
8893,1,0.0580172962,0.00942512239,-0.998271086
8894,1,0.21813928,0.0986554129,-0.97091831
8895,1,0.365215987,0.123726548,-0.922664091
8896,1,0.466657388,0.0786562892,-0.880933636
8897,1,0.488178505,-0.00768949994,-0.872709928
8898,1,0.42371809,-0.0879773014,-0.901511495
8899,1,0.301756392,-0.127902014,-0.94476672
8900,1,0.169941267,-0.122343416,-0.977830279
8901,1,0.0693072316,-0.0836343769,-0.994083396
8902,1,0.0177327642,-0.0178050196,-0.999684215
8903,1,0.0150297927,0.0881548055,-0.995993391
8904,1,0.0592879536,0.261287601,-0.963438492
8905,1,0.159925816,0.5168222,-0.841022322
8906,1,0.326914183,0.784755332,-0.526579705
8907,1,0.512780432,0.858329147,-0.0180915726
8908,1,0.630520292,0.63134384,0.451496531
8909,1,0.679665904,0.235208048,0.694788769
8910,1,0.695146314,-0.195980052,0.691638215
8911,1,0.673344904,-0.583011403,0.454647494
8912,1,0.574389314,-0.818488704,0.0123756961
8913,1,0.389452066,-0.783310412,-0.484512009
8914,1,0.203196996,-0.533560754,-0.820989587
8915,1,0.0776154114,-0.246874496,-0.965934175
8916,1,-0.00689761916,0.0103891448,-0.999922241
8917,1,-0.0964432429,0.266889613,-0.958889272
8918,1,-0.23626999,0.546171963,-0.803662043
8919,1,-0.439101342,0.771379863,-0.460611679
8920,1,-0.632006135,0.774666183,0.0214604384
8921,1,-0.734224296,0.522429953,0.43356848
8922,1,-0.758698531,0.131206499,0.638091994
8923,1,-0.740663926,-0.294926088,0.603684977
8924,1,-0.675160133,-0.664481731,0.320347973
8925,1,-0.526906701,-0.834751815,-0.159870995
8926,1,-0.319304624,-0.714617731,-0.622387384
8927,1,-0.148145287,-0.448238205,-0.881552883
8928,1,-0.0472029994,-0.215967353,-0.975258929
8929,1,-0.0012514375,-0.0650718319,-0.997879798
8930,1,-0.00106686802,0.0227591643,-0.999740407
8931,1,-0.0481887362,0.0726010338,-0.996196233
8932,1,-0.140292908,0.0968937458,-0.98535755
8933,1,-0.25675865,0.0924816977,-0.962040608
8934,1,-0.357643315,0.0527564207,-0.932366891
8935,1,-0.401648796,-0.0127780757,-0.915704628
8936,1,-0.368937459,-0.0719610421,-0.926664319
8937,1,-0.270571664,-0.0864089094,-0.958814098
8938,1,-0.13559092,-0.0357646302,-0.990119181
8939,1,0.0182311961,0.0728166987,-0.997178696
8940,1,0.200307759,0.208111796,-0.957374682
8941,1,0.422442015,0.312285459,-0.850893963
8942,1,0.651711967,0.313123983,-0.690814652
8943,1,0.815672531,0.182202771,-0.549072374
8944,1,0.860542903,-0.0283264653,-0.50858974
8945,1,0.776214563,-0.221422052,-0.59030774
8946,1,0.592922364,-0.318019384,-0.739801826
8947,1,0.376341437,-0.299261842,-0.876817811
8948,1,0.197140864,-0.201704691,-0.959401218
8949,1,0.0860418897,-0.065730232,-0.994120883
8950,1,0.0347146186,0.107258893,-0.993624892
8951,1,0.0248062809,0.348609432,-0.936939759
8952,1,0.0437862742,0.671231624,-0.739953288
8953,1,0.08296425,0.953812927,-0.288717566
8954,1,0.122623133,0.939527867,0.31976703
8955,1,0.147936399,0.617419256,0.772598397
8956,1,0.167717659,0.18430324,0.968453975
8957,1,0.187840836,-0.26176787,0.946674919
8958,1,0.19978334,-0.681557931,0.703964064
8959,1,0.182221506,-0.960244191,0.211486209
8960,1,0.125160814,-0.913546773,-0.386997499
8961,1,0.1569155,-0.501569562,-0.850767595
8962,1,0.0495827553,-0.20522776,-0.977457476
8963,1,-0.0326433225,0.0555603242,-0.997921572
8964,1,-0.137539828,0.314619909,-0.939200249
8965,1,-0.307188074,0.579764268,-0.754658122
8966,1,-0.534503819,0.750046581,-0.38953279
8967,1,-0.727439893,0.682964664,0.0662606189
8968,1,-0.822341509,0.390025992,0.414287543
8969,1,-0.840196434,-0.0132754858,0.542119649
8970,1,-0.803309249,-0.422326023,0.41992259
8971,1,-0.691709368,-0.71974553,0.0591990113
8972,1,-0.487780674,-0.768008509,-0.41500957
8973,1,-0.264326339,-0.574739294,-0.774471646
8974,1,-0.105988546,-0.324165843,-0.940044113
8975,1,-0.0164382813,-0.136202784,-0.99054459
8976,1,0.0228062941,-0.0234597435,-0.999464613
8977,1,0.0167611406,0.0365117425,-0.999192653
8978,1,-0.0362088038,0.0655501855,-0.997192106
8979,1,-0.128245286,0.0731612679,-0.989040229
8980,1,-0.232297708,0.0569277277,-0.970977347
8981,1,-0.308694376,0.0157511928,-0.951030852
8982,1,-0.325306214,-0.0350847826,-0.944957631
8983,1,-0.274601487,-0.0644241851,-0.959397492
8984,1,-0.17343743,-0.0427106042,-0.983918321
8985,1,-0.0427814225,0.0411052517,-0.998238503
8986,1,0.116825172,0.174758818,-0.97765599
8987,1,0.323356604,0.317109943,-0.891561434
8988,1,0.569977602,0.390027562,-0.723190178
8989,1,0.791468135,0.320649916,-0.520347789
8990,1,0.914045835,0.116772801,-0.388438315
8991,1,0.906164987,-0.13282325,-0.40152584
8992,1,0.773935837,-0.320937127,-0.545914537
8993,1,0.557856297,-0.38091885,-0.737358245
8994,1,0.332454885,-0.318085219,-0.887860092
8995,1,0.163792993,-0.187489924,-0.968514008
8996,1,0.0665524999,-0.027750067,-0.997396961
8997,1,0.0220476833,0.171334506,-0.984966186
8998,1,0.00782757148,0.444829018,-0.895581305
8999,1,0.00851602248,0.78003174,-0.625681998
9000,1,0.0162929016,0.995329846,-0.095147463
9001,1,0.0280042546,0.868702489,0.494541958
9002,1,0.0443508166,0.49639292,0.866964287
9003,1,0.0657902399,0.0588612503,0.996095878
9004,1,0.0878701119,-0.381337352,0.920250329
9005,1,0.10045781,-0.781159718,0.616196172
9006,1,0.0901530469,-0.993451838,0.0701845703
9007,1,0.0579722613,-0.859737601,-0.507435193
9008,1,0.0252440964,-0.530447268,-0.84734198
9009,1,-0.00520941157,-0.229400228,-0.973318241
9010,1,-0.0521144374,-0.00214182608,-0.998638823
9011,1,-0.143420532,0.185325007,-0.972154922
9012,1,-0.306215253,0.35202351,-0.884483842
9013,1,-0.537991402,0.459763414,-0.706528736
9014,1,-0.77584156,0.434494912,-0.457475732
9015,1,-0.939088763,0.24937177,-0.236486819
9016,1,-0.987025424,-0.0393491257,-0.155667782
9017,1,-0.909353201,-0.321572839,-0.26394633
9018,1,-0.71362163,-0.478666862,-0.511490181
9019,1,-0.453195679,-0.453660808,-0.767336659
9020,1,-0.217399681,-0.306144522,-0.926829494
9021,1,-0.0460832727,-0.143757505,-0.988539383
9022,1,0.0760172134,-0.0272234288,-0.996734803
9023,1,0.162918575,0.0294461954,-0.98620001
9024,1,0.208145926,0.0357962276,-0.977442532
9025,1,0.199401843,0.0142691088,-0.97981391
9026,1,0.138537775,-0.0114840368,-0.990290564
9027,1,0.0484552835,-0.0288746276,-0.998407903
9028,1,-0.0360877283,-0.0372269334,-0.998655011
9029,1,-0.085752899,-0.0361760249,-0.995659448
9030,1,-0.0882469568,-0.0151356476,-0.995983628
9031,1,-0.0459352477,0.0458736211,-0.997890557
9032,1,0.0384802515,0.167258314,-0.985161878
9033,1,0.17754492,0.354608175,-0.918003728
9034,1,0.391603252,0.561058906,-0.729287185
9035,1,0.651124909,0.651633016,-0.389115362
9036,1,0.857860586,0.51357644,-0.0177328706
9037,1,0.959425396,0.194211751,0.204413076
9038,1,0.96444276,-0.178756965,0.194669234
9039,1,0.873955239,-0.484919702,-0.0324826499
9040,1,0.681196976,-0.622157277,-0.385863969
9041,1,0.431630482,-0.553148592,-0.712545972
9042,1,0.220030576,-0.356896588,-0.907860877
9043,1,0.0871029426,-0.133934422,-0.987154825
9044,1,0.00861315088,0.0967729265,-0.995269217
9045,1,-0.0558479407,0.370579667,-0.927120121
9046,1,-0.142045393,0.695784168,-0.704064981
9047,1,-0.256080827,0.937122135,-0.237117512
9048,1,-0.343083723,0.875464805,0.340374696
9049,1,-0.366460846,0.545892644,0.753463781
9050,1,-0.354514123,0.119863134,0.927336274
9051,1,-0.334547768,-0.322096982,0.885624822
9052,1,-0.307246938,-0.730257032,0.610183567
9053,1,-0.249362632,-0.964352963,0.0885530359
9054,1,-0.156544269,-0.861081012,-0.483769969
9055,1,-0.0765715756,-0.54986323,-0.831737472
9056,1,-0.0361947845,-0.26362081,-0.963947097
9057,1,-0.036476635,-0.0651423277,-0.997209071
9058,1,-0.08311967,0.071136653,-0.993997333
9059,1,-0.187461899,0.171733772,-0.967142982
9060,1,-0.349437441,0.2340106,-0.907266507
9061,1,-0.535418888,0.22903799,-0.812938013
9062,1,-0.682499542,0.136532958,-0.718020283
9063,1,-0.73388479,-0.0189350906,-0.679009998
9064,1,-0.666937677,-0.16851943,-0.72580668
9065,1,-0.502742481,-0.23960116,-0.830566844
9066,1,-0.297716385,-0.205747248,-0.932219408
9067,1,-0.103745169,-0.0992084347,-0.989643687
9068,1,0.0697951218,0.024013925,-0.997272266
9069,1,0.237607505,0.114971865,-0.964533122
9070,1,0.394594304,0.138434978,-0.908367267
9071,1,0.504482602,0.0861941449,-0.859108767
9072,1,0.529588644,-0.0112380406,-0.848180155
9073,1,0.462503847,-0.101527888,-0.880785036
9074,1,0.333114098,-0.145513653,-0.931590454
9075,1,0.192738313,-0.136617082,-0.971693221
9076,1,0.0855043409,-0.0889061773,-0.992363189
9077,1,0.0296625246,-0.0100273608,-0.999509673
9078,1,0.0241566742,0.113802815,-0.993209633
9079,1,0.066666793,0.311251408,-0.947986339
9080,1,0.165477772,0.591083751,-0.789453675
9081,1,0.322704726,0.85231118,-0.411615491
9082,1,0.47893618,0.867267335,0.135895201
9083,1,0.56456996,0.584097029,0.583173577
9084,1,0.59810416,0.164447259,0.784365038
9085,1,0.60984834,-0.273986517,0.743650719
9086,1,0.588339999,-0.659822218,0.467429873
9087,1,0.491153018,-0.870902115,-0.0172690054
9088,1,0.318423114,-0.785650124,-0.530434354
9089,1,0.18652708,-0.343082005,-0.920598928
9090,1,0.0643690824,-0.0997935163,-0.992923902
9091,1,-0.0149515184,0.150159899,-0.988548662
9092,1,-0.0965159979,0.443267019,-0.89117844
9093,1,-0.215701602,0.761070375,-0.611755428
9094,1,-0.358272085,0.928104521,-0.101307021
9095,1,-0.448490483,0.77759074,0.44069142
9096,1,-0.468031891,0.40951189,0.783100352
9097,1,-0.456072688,-0.0275830186,0.889514969
9098,1,-0.434627449,-0.467294081,0.769892994
9099,1,-0.389661966,-0.830109462,0.39885064
9100,1,-0.290508859,-0.94185877,-0.168839156
9101,1,-0.164001639,-0.733161145,-0.659983483
9102,1,-0.0737552547,-0.421799524,-0.903684306
9103,1,-0.0335866539,-0.177837776,-0.983486483
9104,1,-0.0393480899,-0.016958996,-0.999081638
9105,1,-0.095454551,0.0913474329,-0.991233613
9106,1,-0.208323757,0.16576753,-0.963909922
9107,1,-0.366821638,0.197701062,-0.90904135
9108,1,-0.52787061,0.164045081,-0.833331765
9109,1,-0.631708399,0.0610404936,-0.77279917
9110,1,-0.635158391,-0.0731591202,-0.768909333
9111,1,-0.533423607,-0.173098775,-0.8279469
9112,1,-0.362463653,-0.188855666,-0.912662938
9113,1,-0.174924248,-0.118997723,-0.977364338
9114,1,0.00215621546,-0.00217248263,-0.999995316
9115,1,0.177771173,0.112167589,-0.977658346
9116,1,0.35993865,0.17636089,-0.916155557
9117,1,0.521206343,0.156692313,-0.838922801
9118,1,0.611657788,0.0592537135,-0.788900341
9119,1,0.599505711,-0.0659473548,-0.797648951
9120,1,0.492919475,-0.158196895,-0.855572401
9121,1,0.336058858,-0.185083328,-0.92347637
9122,1,0.186142978,-0.152700973,-0.97058395
9123,1,0.0821653443,-0.0822125548,-0.993222005
9124,1,0.0331734567,0.0207426402,-0.999234339
9125,1,0.0330702654,0.175910593,-0.983850507
9126,1,0.0790454849,0.41333969,-0.907139522
9127,1,0.177525773,0.718679022,-0.672298344
9128,1,0.315935915,0.928593351,-0.19467636
9129,1,0.426934689,0.826610726,0.366662622
9130,1,0.478752682,0.472098806,0.74021523
9131,1,0.502934877,0.0375036349,0.863510271
9132,1,0.515158587,-0.394394359,0.760963021
9133,1,0.492938278,-0.75798619,0.427163658
9134,1,0.39565971,-0.91285845,-0.100711686
9135,1,0.241315964,-0.759758385,-0.603766347
9136,1,0.111181789,-0.451874672,-0.885125918
9137,1,0.0249255669,-0.162995133,-0.98631197
9138,1,-0.0515339321,0.0848752126,-0.995058014
9139,1,-0.163112218,0.329690433,-0.929891726
9140,1,-0.34637078,0.5716466,-0.743806055
9141,1,-0.583725321,0.709956432,-0.393988089
9142,1,-0.780549148,0.624490244,0.0274765832
9143,1,-0.878548852,0.333321568,0.342123732
9144,1,-0.894441841,-0.0591749641,0.443251752
9145,1,-0.843402969,-0.44733423,0.297596235
9146,1,-0.704851864,-0.70589687,-0.0699532582
9147,1,-0.477702434,-0.713987901,-0.511880514
9148,1,-0.249613785,-0.513443609,-0.82101682
9149,1,-0.0935672672,-0.280335951,-0.955330791
9150,1,-0.00421213731,-0.111387751,-0.993768095
9151,1,0.0371912089,-0.012661601,-0.999227951
9152,1,0.034276408,0.0374129968,-0.998711868
9153,1,-0.0153145703,0.0598430389,-0.998090314
9154,1,-0.104132215,0.0645747493,-0.992464903
9155,1,-0.206304136,0.0497222658,-0.977223772
9156,1,-0.283837449,0.0131444262,-0.958782315
9157,1,-0.305149359,-0.0327131706,-0.951742464
9158,1,-0.261384409,-0.0595299239,-0.963397311
9159,1,-0.167206566,-0.0386105241,-0.985165566
9160,1,-0.0422763304,0.0423711781,-0.99820709
9161,1,0.112659948,0.173373749,-0.978391169
9162,1,0.31544838,0.315618376,-0.894917516
9163,1,0.560917798,0.392046189,-0.72915774
9164,1,0.784761187,0.327554547,-0.526172879
9165,1,0.911552485,0.12698297,-0.391084892
9166,1,0.908516821,-0.122098969,-0.399611095
9167,1,0.78133085,-0.312932852,-0.539995493
9168,1,0.568923228,-0.378528243,-0.730097754
9169,1,0.343410614,-0.321834744,-0.88232168
9170,1,0.171532848,-0.195791081,-0.965526973
9171,1,0.0710675084,-0.0403924442,-0.99665333
9172,1,0.0251925746,0.151919203,-0.988071804
9173,1,0.0122618609,0.416286243,-0.909150929
9174,1,0.0174767066,0.749391276,-0.66189673
9175,1,0.0322144622,0.987685371,-0.153100742
9176,1,0.0489102627,0.893836509,0.445717491
9177,1,0.0658628931,0.534860598,0.842369408
9178,1,0.0859934948,0.0989440157,0.991370365
9179,1,0.107076991,-0.342271278,0.933479989
9180,1,0.119422135,-0.749382246,0.651279205
9181,1,0.10798998,-0.986566581,0.122574652
9182,1,0.071079877,-0.882081103,-0.46570439
9183,1,0.0325978532,-0.558610653,-0.828789188
9184,1,-0.000899885335,-0.25069333,-0.968066137
9185,1,-0.0477997052,-0.017407767,-0.998705241
9186,1,-0.136710958,0.172638919,-0.975451648
9187,1,-0.295974299,0.3405749,-0.892416916
9188,1,-0.525974662,0.451208302,-0.720945021
9189,1,-0.765919954,0.430464417,-0.477563618
9190,1,-0.932811023,0.249537585,-0.259989595
9191,1,-0.982907755,-0.035078838,-0.180725815
9192,1,-0.905437613,-0.312279775,-0.287513603
9193,1,-0.709736416,-0.465149213,-0.529065619
9194,1,-0.450127936,-0.439794115,-0.77715248
9195,1,-0.213894872,-0.294559589,-0.931388014
9196,1,-0.0395286265,-0.133854909,-0.990212276
9197,1,0.0881033937,-0.0183788863,-0.99594177
9198,1,0.182107168,0.0359857565,-0.98261997
9199,1,0.23410014,0.0375516475,-0.971487004
9200,1,0.229773736,0.00957605007,-0.973196963
9201,1,0.170282959,-0.0216949897,-0.985156354
9202,1,0.0794670513,-0.0409603812,-0.9959956
9203,1,-0.00651969226,-0.0462338198,-0.998909369
9204,1,-0.0579408698,-0.0373728445,-0.997620231
9205,1,-0.0628355238,-0.00445804431,-0.998013939
9206,1,-0.0227842408,0.0726955521,-0.997093895
9207,1,0.0624260785,0.215649493,-0.974473335
9208,1,0.20848544,0.427038784,-0.879870274
9209,1,0.430818896,0.64013999,-0.636094232
9210,1,0.679354065,0.694348612,-0.237398526
9211,1,0.853859438,0.498686211,0.14911782
9212,1,0.927982788,0.138406162,0.345964853
9213,1,0.920870586,-0.253997555,0.295774587
9214,1,0.826538653,-0.562448415,0.0220371422
9215,1,0.630741376,-0.67897266,-0.375714576
9216,1,0.384772068,-0.571312011,-0.724950372
9217,1,0.156700015,-0.189454442,-0.969304967
9218,1,0.0600249117,-0.00848602607,-0.998160807
9219,1,0.0127829191,0.214218124,-0.976702202
9220,1,-0.011537102,0.512373246,-0.858685363
9221,1,-0.0310929688,0.846900516,-0.530841543
9222,1,-0.0481743662,0.997890704,0.0435129024
9223,1,-0.0509981242,0.797253292,0.601486807
9224,1,-0.0382132754,0.397064141,0.916994991
9225,1,-0.0182065186,-0.0471670777,0.998721077
9226,1,0.00108374562,-0.488460285,0.872585454
9227,1,0.0135122454,-0.864636495,0.502216238
9228,1,0.0155078729,-0.996005927,-0.0879300812
9229,1,0.00975014435,-0.782548956,-0.622512704
9230,1,-0.00012560511,-0.444839172,-0.89561046
9231,1,-0.0213694615,-0.166778527,-0.985762785
9232,1,-0.0721428879,0.0384126621,-0.996654339
9233,1,-0.177394709,0.205415348,-0.962463325
9234,1,-0.356091303,0.340954034,-0.87002835
9235,1,-0.588991354,0.4000456,-0.702177116
9236,1,-0.804345993,0.325974155,-0.496757863
9237,1,-0.928642593,0.120161353,-0.350976045
9238,1,-0.92606543,-0.142024115,-0.349616892
9239,1,-0.793266376,-0.348162318,-0.499511219
9240,1,-0.563815743,-0.409801607,-0.717059587
9241,1,-0.314486003,-0.326105441,-0.89148965
9242,1,-0.110063012,-0.17766163,-0.977917419
9243,1,0.0453300653,-0.043700419,-0.998015761
9244,1,0.170025101,0.037660006,-0.984719853
9245,1,0.263125174,0.057785688,-0.963029572
9246,1,0.30511375,0.0301718415,-0.951837832
9247,1,0.281976167,-0.0159529217,-0.959288771
9248,1,0.203477767,-0.0522606227,-0.977683807
9249,1,0.101999323,-0.0663475448,-0.992569464
9250,1,0.0155595853,-0.0600060326,-0.998076738
9251,1,-0.0309568585,-0.0343267589,-0.998931102
9252,1,-0.0311655311,0.0215563198,-0.999281759
9253,1,0.0126507842,0.129370693,-0.991515598
9254,1,0.105554651,0.310322058,-0.944753108
9255,1,0.266887413,0.552409392,-0.789692961
9256,1,0.495591502,0.743083225,-0.44968476
9257,1,0.709690202,0.704475924,0.00731366405
9258,1,0.831589865,0.420337763,0.363007522
9259,1,0.873074669,0.0216748835,0.487104529
9260,1,0.853481683,-0.372083154,0.364860444
9261,1,0.753226712,-0.657073606,0.0300632085
9262,1,0.555142693,-0.726137808,-0.40563589
9263,1,0.322704973,-0.569040663,-0.756342664
9264,1,0.148122045,-0.317404051,-0.936650697
9265,1,0.0419197269,-0.068908008,-0.996741904
9266,1,-0.0351124981,0.182179766,-0.982638105
9267,1,-0.128582439,0.472993186,-0.871632952
9268,1,-0.270595255,0.771774903,-0.575449135
9269,1,-0.432473017,0.899050558,-0.0683753169
9270,1,-0.529353079,0.723576989,0.442969141
9271,1,-0.549794393,0.353856493,0.756645034
9272,1,-0.535982493,-0.0787920601,0.840544216
9273,1,-0.507989417,-0.509447049,0.694557742
9274,1,-0.445907301,-0.844420734,0.296850639
9275,1,-0.320323944,-0.909469128,-0.265063156
9276,1,-0.174915905,-0.679505138,-0.712514697
9277,1,-0.0760632341,-0.380568601,-0.921619186
9278,1,-0.0313056865,-0.155486044,-0.987341908
9279,1,-0.0333291863,-0.00945262556,-0.999399726
9280,1,-0.0849629983,0.0878533747,-0.992503438
9281,1,-0.191517344,0.154495184,-0.969253499
9282,1,-0.342372392,0.183572078,-0.921456693
9283,1,-0.497758493,0.153960876,-0.853541171
9284,1,-0.601314481,0.0602524003,-0.796737437
9285,1,-0.610098723,-0.0647494251,-0.789675288
9286,1,-0.516863954,-0.160486961,-0.84088976
9287,1,-0.354331295,-0.177900375,-0.918041824
9288,1,-0.172943862,-0.112639267,-0.97846963
9289,1,0.000284299299,0.00013118104,-0.999999951
9290,1,0.173470784,0.112802114,-0.978357588
9291,1,0.354710151,0.177860459,-0.917903244
9292,1,0.517047272,0.160325181,-0.840807918
9293,1,0.610183689,0.0645747393,-0.789623942
9294,1,0.601407126,-0.0604582033,-0.796651915
9295,1,0.497837457,-0.154249625,-0.85344298
9296,1,0.342359331,-0.183863291,-0.921403483
9297,1,0.191437504,-0.154600602,-0.969252462
9298,1,0.0849024924,-0.0875862028,-0.992532228
9299,1,0.0332719082,0.0103134945,-0.999393122
9300,1,0.0310794126,0.157285557,-0.987063992
9301,1,0.0753113275,0.383698403,-0.920382388
9302,1,0.172940132,0.683751333,-0.708925825
9303,1,0.315879349,0.912968936,-0.25827884
9304,1,0.43800889,0.845694506,0.304875408
9305,1,0.496943148,0.509631373,0.702369825
9306,1,0.522359257,0.078655894,0.849090135
9307,1,0.534428949,-0.355273062,0.766920302
9308,1,0.514029888,-0.727985435,0.4536634
9309,1,0.419567791,-0.905647501,-0.0613634402
9310,1,0.26175808,-0.776247472,-0.573517715
9311,1,0.12352707,-0.474078671,-0.871774327
9312,1,0.0318262436,-0.181670713,-0.982844261
9313,1,-0.0460070356,0.0688988476,-0.996562242
9314,1,-0.155823788,0.314010928,-0.936544758
9315,1,-0.336431171,0.557696163,-0.758807655
9316,1,-0.575255162,0.703577232,-0.417205678
9317,1,-0.77920251,0.626765783,0.00284631858
9318,1,-0.884614608,0.33927599,0.319919988
9319,1,-0.905093973,-0.0522639531,0.421987416
9320,1,-0.855320664,-0.438148003,0.276501154
9321,1,-0.715360835,-0.693278945,-0.0873108236
9322,1,-0.485524748,-0.701511971,-0.52167679
9323,1,-0.253575523,-0.504714289,-0.825204787
9324,1,-0.0930277216,-0.274685126,-0.957023471
9325,1,0.00107134456,-0.107894488,-0.994161773
9326,1,0.0475958822,-0.0119869582,-0.998794746
9327,1,0.0500615693,0.0337362324,-0.99817619
9328,1,0.00600629424,0.0507979624,-0.998690889
9329,1,-0.0767620876,0.0509944902,-0.995744517
9330,1,-0.172104359,0.03499826,-0.98445681
9331,1,-0.243012549,0.00274720425,-0.970019255
9332,1,-0.260335582,-0.0330896952,-0.964951013
9333,1,-0.217272431,-0.0461945095,-0.975017312
9334,1,-0.127237738,-0.0103123509,-0.991818639
9335,1,-0.00425707214,0.0863779738,-0.996253343
